DATE,PM2.5, PM10, O3, NO2, SO2, CO
01-12-2024,191,119,18,41,1,16
02-12-2024,197,122,7,36, ,23
03-12-2024,223, , , , , 
01-11-2024,280,166,27,29,3,11
02-11-2024,271,160,33,34,3,6
03-11-2024,274,189,28,32,1,11
04-11-2024,290,152,27,36,2,8
05-11-2024,227,153,64,34,3,12
06-11-2024,249,180,36,32, ,16
07-11-2024,303,135,19,24,1,12
08-11-2024,228,140,25,22,3,12
09-11-2024,236,125,24,22,3,9
10-11-2024,214,144,24,25,2,13
11-11-2024,233,148,7,23,3,21
12-11-2024,237,403,16,25,2,10
13-11-2024,430,299,3,21,3,12
14-11-2024,373, , , , , 
16-11-2024,333,394,6,27,3,9
17-11-2024,460,615,10,27,3,15
18-11-2024,583,198,17,29,19,18
19-11-2024,328,184,25,34,4,10
20-11-2024,302,144,25,39,3,20
21-11-2024,250,200,29,43,6,11
22-11-2024,325,174,27,45,3,16
23-11-2024,284,114,27,44,3,8
24-11-2024,197,198,31,42,2,12
25-11-2024,309,123,24,37,1,14
26-11-2024,242,125,22,40,1,13
27-11-2024,212,138,20,40,2,18
28-11-2024,230,166,23,47,1,18
29-11-2024,232,151,19,45,1,18
30-11-2024,239,104,18,40,1,16
01-10-2024,157,90,2,22,3,14
02-10-2024,160,79,20,21,2,5
03-10-2024,117,78,16,20,2,9
04-10-2024,141,63,17,17,3,7
05-10-2024,96,63,20,19,3,6
06-10-2024,112,64,21,20,3,6
07-10-2024,121,84,27,22,2,6
08-10-2024,155,77,24,22,2,6
09-10-2024,146,70,18,22,1,3
10-10-2024,124,71,26,21,1,5
11-10-2024,141,77,25,25,2,5
12-10-2024,146,99,27,27,2,10
13-10-2024,169,103,24,30,1,12
14-10-2024,145,94,24,30,2,7
15-10-2024,160,112,40,35,2,10
16-10-2024,177,102,3,41,2,19
17-10-2024,173,117,23,37,3,13
18-10-2024,186,115,21,37,3,21
19-10-2024,182,116,21,36,1,11
20-10-2024,192,125,22,30,3,10
21-10-2024,203,129,25,29,3,12
22-10-2024,206,189,25,26,1,12
23-10-2024,278,129,29,26,3,7
24-10-2024,207,121,25,27,3,5
25-10-2024,194,157,35,36,2,9
26-10-2024,227,138,30,30,3,7
27-10-2024,232,120,34,27,2,6
28-10-2024,208,104,19,25,2,7
29-10-2024,184,123,33,27,2,8
30-10-2024,200,146,23,24,3,7
31-10-2024,245,200,22,24,5,6
01-07-2024,85,57,10,11,1,6
02-07-2024,85,47,7,12,1,6
03-07-2024,77,37,6,11,1,5
04-07-2024,79,38,3,9,1,2
05-07-2024,70,38,6,10,1,5
06-07-2024,76,23,6,11,1,3
07-07-2024,64,37,6,9,1,6
08-07-2024,78,55,4,10,1,7
09-07-2024,94,69,7,12, ,9
10-07-2024,130,67,9,12,1,5
11-07-2024,117,58,7,12,1,5
12-07-2024,65,56,10,13,1,7
13-07-2024,100,55,8,12,1,7
14-07-2024,105,60,5,13,1,7
15-07-2024,99,58,7,11,1,6
16-07-2024,102,43,15,10,1,6
17-07-2024,81,46,6,10,1,8
18-07-2024,88,75,12,10,1,6
19-07-2024,142,58,21,9,1,5
20-07-2024,161,57,6,11,1,8
22-07-2024,78,58,7,10,1,6
23-07-2024,104,58,11,11, ,6
24-07-2024,120,53,11,10,1,7
25-07-2024,102,52,12,10,1,5
26-07-2024,166,56,8,10, ,6
27-07-2024,110,43,6,10,1,5
28-07-2024,85,43,6,10, ,2
29-07-2024,107, , , , , 
01-08-2024,78,44,2,9, ,5
02-08-2024,78,37,3,9,1,4
03-08-2024,72,34,2,10, ,4
04-08-2024,76,41,3,10, ,5
05-08-2024,75,34,3,10, ,5
06-08-2024,66,32,2,10, ,5
07-08-2024,78,34,2,10, ,5
08-08-2024,67,40,3,10, ,5
09-08-2024,89,47,2,10, ,5
10-08-2024,92,41,3,10, ,5
11-08-2024,95,46,2,10, ,5
12-08-2024,95,38,2,9,1,5
13-08-2024,82,51,2,9, ,5
14-08-2024,104,42,1,9, ,4
15-08-2024,93,40,1,9, ,4
16-08-2024,76,47,4,10, ,5
17-08-2024,93,48,2,9, ,5
18-08-2024,97,48,3,9, ,3
19-08-2024,92,51,3,10,1,4
20-08-2024,100,49,4,10, ,5
21-08-2024,93,51,3,10, ,4
22-08-2024,88,46,2,8, ,5
23-08-2024,92,56,6,4, ,5
24-08-2024,124,43,2,4, ,5
25-08-2024,95,37,2,6,1,5
26-08-2024,90,30,3,8,1,4
27-08-2024,67,33,4,8,4,5
28-08-2024,83,38,3,7,6,5
29-08-2024,94,53,7,9,2,7
30-08-2024,118,50,5,8,2,6
31-08-2024,111,54,5,8,2,5
01-09-2024,108,51,3,8,2,5
02-09-2024,112,39,5,6,2,6
03-09-2024,100,39,4,7,2,5
04-09-2024,86,44,22,14,2,7
05-09-2024,108,35,9,15,2,6
06-09-2024,87,44,9,17,2,4
07-09-2024,92,61,6,18,3,5
08-09-2024,129,57,10,18,4,8
09-09-2024,120,57,15,19,3,8
10-09-2024,118,44,6,18,2,7
11-09-2024,89,28,5,18,2,4
12-09-2024,70,31,7,18,2,5
13-09-2024,85,50,6,18,2,8
14-09-2024,83,61,6,22,3,6
15-09-2024,93,63,15,19,2,8
16-09-2024,106,77,19,17,4,9
17-09-2024,144,47,8,16,3,10
18-09-2024,107,42,11,16,3,6
19-09-2024,101,47,14,18,2,6
20-09-2024,90,47,18,16,4,7
21-09-2024,96,67,5,14,4,13
22-09-2024,154,88,24,17,5,7
23-09-2024,164,88,29,17,4,9
24-09-2024,169,83,18,19,4,8
25-09-2024,157,50,11,18,2,6
26-09-2024,89,42,12,18,3,6
27-09-2024,61,30,15,19,3,6
28-09-2024,50,40,13,18,2,7
29-09-2024,95,59,20,17,3,9
30-09-2024,158,79,22,19,3,5
01-04-2024,95,66,4,24,1,10
02-04-2024,97,80,4,26,1,13
03-04-2024,124,77,5,23, ,11
04-04-2024,106,87,4,20, ,5
05-04-2024,114,80,9,18, ,3
06-04-2024,129,69,2,20, ,5
07-04-2024,111,81,2,22, ,4
08-04-2024,124,81,7,21, ,6
09-04-2024,132,97,7,21,1,6
10-04-2024,152,86,3,22,1,4
11-04-2024,125,101,6,23, ,4
12-04-2024,148,82,3,22,1,3
13-04-2024,122,72,1,22,1,5
14-04-2024,124,93,3,22, ,6
15-04-2024,157,93,2,21,1,5
16-04-2024,126,59,3,20, ,2
17-04-2024,80,85,2,21,1,3
18-04-2024,99,91,9,21, ,4
19-04-2024,107,66,15,12,1,3
20-04-2024,53,64,4,15, ,5
21-04-2024,86,57,5,17, ,6
22-04-2024,91,97,17,15,1,2
23-04-2024,131,70,4,19, ,5
24-04-2024,109,94,3,21, ,5
25-04-2024,132,79,5,22, ,3
26-04-2024,114,92,7,17,1,4
27-04-2024,106,81,3,19, ,4
28-04-2024,116,109,4,20, ,5
29-04-2024,129,93,4,18,1,5
30-04-2024,113,108,4,19,1,4
01-05-2024,111,119,5,20,1,4
02-05-2024,134, , , , , 
14-05-2024,157,113,8,18,1,10
15-05-2024,174,107,10,21,1,8
16-05-2024,167,99,11,20,1,5
17-05-2024,153,135,4,21,1,9
18-05-2024,165,115,2,22,1,6
19-05-2024,152,98,6,18, ,6
20-05-2024,124,119,2,21,1,5
21-05-2024,154,101,1,19,1,6
22-05-2024,152,78,3,18, ,5
23-05-2024,126,79,17,16, ,5
24-05-2024,124,88,21,14,1,5
25-05-2024,135,85,20,16,2,5
26-05-2024,123,107,25,19,2,9
27-05-2024,148,108,26,21,2,9
28-05-2024,143,115,19,19,1,9
29-05-2024,118,97,27,14,1,7
30-05-2024,105,92,20,16,1,7
31-05-2024,113,127,13,17,2,5
01-06-2024,116,80,19,16,1,4
02-06-2024,86,87,18,15,1,5
03-06-2024,106,116,20,18,2,6
04-06-2024,131,136,14,14,1,5
05-06-2024,122,88,21,14,1,5
06-06-2024,109,139,17,13,1,5
07-06-2024,113,124,18,13,1,5
08-06-2024,114,85,19,14,2,5
09-06-2024,106,80,24,14,2,5
10-06-2024,96,104,20,18,3,6
11-06-2024,127,98,21,19,1,6
12-06-2024,116,91,16,15,1,5
13-06-2024,97,111,14,12,1,5
14-06-2024,86,90,13,13,1,5
15-06-2024,77,85,11,14,1,7
16-06-2024,73,95,12,13,2,7
17-06-2024,106,136,10,12,2,7
18-06-2024,121,137,12,10,1,5
19-06-2024,99,92,20,13,2,5
20-06-2024,103,100,14,14,1,7
21-06-2024,129,95,18,16,1,9
22-06-2024,150,78,13,13,1,7
23-06-2024,142,71,14,12,1,7
24-06-2024,114,72,15,15,1,6
25-06-2024,134,63,10,17,1,5
26-06-2024,115,43,6,15,1,5
27-06-2024,91,44,6,14,1,6
28-06-2024,111,42,5,9,1,7
29-06-2024,59,49,2,7,1,7
30-06-2024,94,52,8,12,1,6
01-01-2024,228,165,2,21,1,5
02-01-2024,223,157,1,21, ,5
03-01-2024,230,206, ,20, ,9
04-01-2024,271,189, ,20, ,4
05-01-2024,227,157, ,20, ,6
06-01-2024,227,158,1,22, ,8
07-01-2024,230,287, ,21,1,10
08-01-2024,284,148, ,21, ,5
09-01-2024,199,160, ,17, ,5
10-01-2024,212,204,2,20, ,11
11-01-2024,244,175,3,19,1,9
12-01-2024,244,422,2,24, ,14
13-01-2024,416,355,3,22,1,13
14-01-2024,380,168,2,20,1,13
15-01-2024,245,182,1,20, ,18
16-01-2024,290,181,2,19, ,8
17-01-2024,242,157,1,20,1,9
18-01-2024,220,151, ,20, ,8
19-01-2024,226,154,3,20,1,4
20-01-2024,227,155, ,20,1,7
21-01-2024,231,172,1,22,1,5
22-01-2024,238,232,1,24,1,10
23-01-2024,268,301,1,23,1,11
24-01-2024,321,200,1,21, ,7
25-01-2024,251,289,2,20,1,10
26-01-2024,355,164,1,20, ,8
27-01-2024,238,162, ,21,1,21
28-01-2024,255,245,1,27, ,14
29-01-2024,301,247, ,22, ,15
30-01-2024,293,187, ,21, ,10
31-01-2024,277,74,2,20,1,5
01-02-2024,152,99,2,19,1,6
02-02-2024,180,101,2,20,1,5
03-02-2024,167,144,2,21,1,22
04-02-2024,213,91,4,17,1,6
05-02-2024,166,83,3,19,1,10
06-02-2024,147,94,4,20,1,7
07-02-2024,152,91,5,21,1,8
08-02-2024,153,87,8,19,1,12
09-02-2024,147,160,6,25,1,14
10-02-2024,231,143,6,24,1,9
11-02-2024,216,147,4,25,1,7
12-02-2024,210,194,3,24,1,12
13-02-2024,264,156,6,21,1,11
14-02-2024,236,103,5,23,1,9
15-02-2024,192,99,5,21,1,8
16-02-2024,180,102,5,23,1,10
17-02-2024,179,107,2,26,1,14
18-02-2024,190,100,4,25,1,8
19-02-2024,168,108,3,24,1,14
20-02-2024,185,105,3,23,1,6
21-02-2024,172,77,3,23,1,9
22-02-2024,133,66,4,22,1,10
23-02-2024,129,82,5,25,1,11
24-02-2024,152,77,4,24,1,10
25-02-2024,148,83,4,24,1,10
26-02-2024,145,146,3,25,1,8
27-02-2024,141,80,5,22, ,9
28-02-2024,135,74,4,25,1,11
29-02-2024,135,95,4,29,1,10
01-03-2024,161,53,3,25,1,8
02-03-2024,82,90,4,24,1,9
03-03-2024,105,64,2,23,1,10
04-03-2024,105,69,2,26, ,10
05-03-2024,127,72,2,27, ,10
06-03-2024,143,89,2,28,1,9
07-03-2024,149,76,2,28, ,9
08-03-2024,139,69,2,30, ,10
09-03-2024,130,90,2,36,1,13
10-03-2024,158,92,2,38,1,12
11-03-2024,157,94,2,38,1,11
12-03-2024,152,78,2,34,1,10
13-03-2024,140,91,2,35,1,12
14-03-2024,147,57,2,33, ,9
15-03-2024,93,78,6,35,1,12
16-03-2024,147,84,3,36, ,11
17-03-2024,145,90,3,37,1,11
18-03-2024,149,99,7,32,1,13
19-03-2024,158,96,3,27,1,12
20-03-2024,148,83,3,26, ,11
21-03-2024,150,83,3,26, ,12
22-03-2024,156,115,2,25,1,18
23-03-2024,180,66, ,24, ,11
24-03-2024,89,80,1,24, ,13
25-03-2024,140,70,2,24, ,10
26-03-2024,127,74,2,25, ,11
27-03-2024,131,77,5,26, ,9
28-03-2024,134,83,5,26, ,10
29-03-2024,138,89,5,25, ,11
30-03-2024,143,101,3,24,1,13
31-03-2024,144,65,4,23,1,10
01-10-2023,139,89,14,14,2,5
02-10-2023,126,100,14,15,2,4
03-10-2023,133,108,14,15,3,5
04-10-2023,146,110,16,16,3,6
05-10-2023,154,111,15,17,3,7
06-10-2023,151,110,8,16,3,8
07-10-2023,164,89,4,7, ,5
08-10-2023,125,96,8,7,1,2
09-10-2023,94,104,7,8,1,2
10-10-2023,136,103,9,8,1,2
11-10-2023,149,122,13,9, ,2
12-10-2023,177,141,13,10,1,4
13-10-2023,184,119,10,10, ,4
14-10-2023,160,126,10,9, ,6
15-10-2023,152,111,6,9,1,2
16-10-2023,128,65,9,9, ,3
17-10-2023,110,74,8,8,1,2
18-10-2023,126,70,10,9,1,3
19-10-2023,113,93,13,9, ,3
20-10-2023,161,129,19,11, ,2
21-10-2023,198,152,17,11,1,8
22-10-2023,214,121,10,10, ,5
23-10-2023,197,102,11,10, ,4
24-10-2023,162,124,12,11,1,5
25-10-2023,189,115,17,10, ,7
26-10-2023,174,135,13,12, ,15
27-10-2023,190,146,16,14, ,16
28-10-2023,201,152,16,16,1,17
29-10-2023,205,187,39,15,1,16
30-10-2023,224,184,37,15, ,12
31-10-2023,244,173,18,14,1,11
01-11-2023,232,329,12,15, ,14
02-11-2023,342,306,8,16, ,13
03-11-2023,298,361,20,17,1,20
04-11-2023,381,347,9,16,1,16
05-11-2023,384,157,6,24,1,12
06-11-2023,217,281,31,24,1,24
07-11-2023,301,304,7,25,1,18
08-11-2023,338,312,7,24,1,18
09-11-2023,363,148,6,21,1,9
10-11-2023,210,86,4,19,1,4
11-11-2023,162,101,4,19,1,5
12-11-2023,180,257,6,20, ,6
13-11-2023,347,184,6,22, ,7
14-11-2023,256,223,6,22, ,8
15-11-2023,313,305,10,24, ,10
16-11-2023,378,218,9,25,1,13
17-11-2023,296,115,8,24,1,7
18-11-2023,190,113,11,23,1,6
19-11-2023,193,172,10,24,1,11
20-11-2023,248,201,6,24,1,7
21-11-2023,298,186,9,24,1,8
22-11-2023,291,198,8,27,1,11
23-11-2023,291,228,13,28,1,14
24-11-2023,317,211,9,25,2,5
25-11-2023,308,267,31,27,1,21
26-11-2023,323,180,9,26, ,9
27-11-2023,260,110,3,22, ,7
28-11-2023,189,133,5,23,1,8
29-11-2023,214,225,16,18, ,17
30-11-2023,297,176,7,19, ,6
01-12-2023,263,134,8,20, ,6
02-12-2023,205,131,9,22, ,8
03-12-2023,203,129,6,23, ,7
04-12-2023,198,118,7,23, ,5
05-12-2023,183,119,8,24,1,5
06-12-2023,187,137,7,25, ,10
07-12-2023,206,138,7,22, ,10
08-12-2023,207,135,7,20,1,9
09-12-2023,206,131,7,20,1,7
10-12-2023,205,129,5,21,1,10
11-12-2023,202,183,29,22,1,16
12-12-2023,256,224,9,21,1,13
13-12-2023,290,145,5,20,1,9
14-12-2023,221,163,5,21,1,10
15-12-2023,221,181,6,22,1,13
16-12-2023,244,157,6,22, ,9
17-12-2023,235,126,5,21,1,8
18-12-2023,183,131,4,21,1,6
19-12-2023,192,138,6,20, ,9
20-12-2023,203,227,5,22,1,10
21-12-2023,279,347,7,24, ,14
22-12-2023,373,254,5,24,1,10
23-12-2023,300,259,7,24,1,24
24-12-2023,324,171,5,21,1,11
25-12-2023,274,193,4,21,1,11
26-12-2023,272,252,4,22,1,11
27-12-2023,321,186,4,21,1,10
28-12-2023,252,247,4,20,1,15
29-12-2023,294,301,5,24,1,6
30-12-2023,333,233,2,23,1,6
31-12-2023,293,167,2,20, ,4
01-07-2023,41,51,20,18,8,7
02-07-2023,52,101,24,19,4,8
03-07-2023,146,81,19,25,6,8
04-07-2023,119,65,21,22,6,8
05-07-2023,100,50,19,22,4,7
06-07-2023,84,50,13,22,3,8
07-07-2023,90,43,17,20,4,8
08-07-2023,104,40,7,17,5,7
09-07-2023,92,37,5,19,2,9
10-07-2023,59,58,17,19,3,8
11-07-2023,97,54,58,19,3,8
12-07-2023,98,61,24,20,3,7
13-07-2023,110, , , , , 
21-07-2023,105,63,10,19,5,7
22-07-2023,98,52,13,19,5,7
23-07-2023,80,54,10,20,5,7
24-07-2023,82,64,10,22,6,9
25-07-2023,118,47,13,21,4,8
26-07-2023,80,60,47,21,5,8
27-07-2023,97,53,36,19,3,8
28-07-2023,86,41,9,16,4,7
29-07-2023,42,42,16,17,3,7
30-07-2023,78,64,21,16,3,8
31-07-2023,118,61,20,15,1,8
01-08-2023,97,66,12,14,2,7
02-08-2023,109,60,12,13,4,6
03-08-2023,98,70,16,15,6,7
04-08-2023,110,53,14,15,5,9
05-08-2023,94,65,9,14,6,7
06-08-2023,77,74,9,13,4,7
07-08-2023,80,85,9,15,4,6
08-08-2023,81,83,9,15,5,6
09-08-2023,84,91,9,17,4,8
10-08-2023,126,90,14,17,4,6
11-08-2023,130,88,14,17,4,6
12-08-2023,100,74,13,18,4,7
13-08-2023,107,78,17,21,4,7
14-08-2023,130,73,13,18,4,8
15-08-2023,141,80,16,18,4,7
16-08-2023,136,93,13,18,4,7
17-08-2023,64,106,18,15,4,7
18-08-2023,76,63,17,23,4,8
19-08-2023,57,59,27,23,4,7
20-08-2023,57,63,24,23,4,8
21-08-2023,54,63,15,23,4,8
22-08-2023,45,48,7,22,4,8
23-08-2023,35,68,12,21,4,6
24-08-2023,38,80,12,20,4,7
25-08-2023,70,112,13,18,4,6
26-08-2023,101,129,12,17,4,6
27-08-2023,89,104,10,17,4,7
28-08-2023,84,97,13,18,4,7
29-08-2023,86,96,19,17,4,6
30-08-2023,95,89,19,18,4,7
31-08-2023,97,81,14,17,5,7
01-09-2023,80,96,11,17,4,6
02-09-2023,86,99,2,20,4,7
03-09-2023,91,95,2,21,4,7
04-09-2023,97,81,14,17,4,6
05-09-2023,109,76,8,14,2,5
06-09-2023,84,54,13,14,1,7
07-09-2023,79,51,10,13,1,3
08-09-2023,66,26,6,11,1,4
09-09-2023,40,14,6,10,1,4
10-09-2023,25,44,7,12,1,4
11-09-2023,67,59,10,13,2,5
12-09-2023,88,62,11,13,2,5
13-09-2023,116,66,9,11,1,5
14-09-2023,123,43,6,12,2,6
15-09-2023,66,51,4,11,2,4
16-09-2023,89,47,5,11,2,4
17-09-2023,86,39,5,11,3,4
18-09-2023,71,55,6,11,2,4
19-09-2023,79,60,16,10,2,5
20-09-2023,102,62,10,11,3,5
21-09-2023,104,65,9,11,3,5
22-09-2023,115,61,8,11,3,6
23-09-2023,112,70,10,12,2,6
24-09-2023,121,72,15,12,2,5
25-09-2023,140,93,12,13,2,5
26-09-2023,151,81,10,12,2,4
27-09-2023,129,88,13,13,2,5
28-09-2023,125,96,17,14,2,5
29-09-2023,148,99,14,13,6,5
30-09-2023,135,105,15,13,3,4
01-04-2023,104,73,89,24,2,9
02-04-2023,107,92,48,30,6,14
03-04-2023,138,67,43,48,3,8
04-04-2023,98,83,57,45,3,8
05-04-2023,108,90,48,48,3,7
06-04-2023,99,87,45,51,4,7
07-04-2023,111,89,62,47,3,8
08-04-2023,124,117,60,59,4,10
09-04-2023,148,108,111,61,5,9
10-04-2023,142,160,60,58,5,11
11-04-2023,182,128,44,59,4,8
12-04-2023,140,125,42,60,4,8
13-04-2023,143,127,44,62,4,8
14-04-2023,148,128,51,65,3,9
15-04-2023,136,126,33,64,4,10
16-04-2023,135,116,45,60,4,9
17-04-2023,124,122,33,61,3,9
18-04-2023,127,157,44,58,4,7
19-04-2023,133,91,40,54,3,7
20-04-2023,93,92,44,60,4,7
21-04-2023,100,89,54,61,3,7
22-04-2023,97,70,45,58,3,6
23-04-2023,59,110,66,68,4,8
24-04-2023,117,101,80,66,3,8
25-04-2023,128,123,99,70,4,9
26-04-2023,157,146,65,73,2,8
27-04-2023,146,117,69,72,4,9
28-04-2023,134,125,44,70,3,8
29-04-2023,139,75,51,68,3,7
30-04-2023,111,64,15,58,3,11
01-05-2023,117,59,29,36,3,8
02-05-2023,100,66,6,12,3,8
03-05-2023,111,74,73,19,3,9
04-05-2023,122,94,61,28,3,8
05-05-2023,153,122,39,28,3,8
06-05-2023,155,102,44,30,4,7
07-05-2023,135,90,32,33,3,8
08-05-2023,114,146,53,33,3,9
09-05-2023,166,114,52,33,4,8
10-05-2023,144,149,58,40,4,10
11-05-2023,184,125,53,45,3,10
12-05-2023,155,126,82,40,3,9
13-05-2023,162,154,49,39,4,9
14-05-2023,166,93,42,34,2,7
15-05-2023,82,385,36,32,3,7
16-05-2023,184,229,28,35,4,7
17-05-2023,155,80,55,31,3,7
18-05-2023,101,101,47,33,3,7
19-05-2023,137,105,47,31,4,9
20-05-2023,121,115,40,38,4,11
21-05-2023,149,140,25,31,3,8
22-05-2023,137,113,23,23,3,5
23-05-2023,112,55,22,21,1,7
24-05-2023,64,80,47,25,3,7
25-05-2023,83,51,44,28,2,8
26-05-2023,75,57,32,29,2,10
27-05-2023,98,78,41,30,2,9
28-05-2023,135,85,30,27,3,9
29-05-2023,118,68,29,27,2,8
30-05-2023,118,51,28,25,2,8
31-05-2023,84,68,35,24,2,7
01-06-2023,116,73,45,24,3,7
02-06-2023,110,71,44,24,4,8
03-06-2023,115,111,71,27,4,8
04-06-2023,161,73,59,21,4,8
05-06-2023,131,98,63,24,1,7
06-06-2023,119,223,49,23,1,8
07-06-2023,163,100,37,26,2,9
08-06-2023,129,95,40,23,2,7
09-06-2023,103,96,34,22,2,7
10-06-2023,92,97,46,22,2,7
11-06-2023,123,115,47,22,2,8
12-06-2023,150,151,25,20,1,6
13-06-2023,165,143,35,19,2,6
14-06-2023,161,96,34,20,1,7
15-06-2023,129,78,32,20,3,8
16-06-2023,113,71,28,20,5,8
17-06-2023,57,95,36,20,5,7
18-06-2023,54,55,13,18,5,8
19-06-2023,40,74,30,20,5,8
20-06-2023,64,76,35,20,3,8
21-06-2023,60,72,10,20,4,10
22-06-2023,60,93,25,19,4,8
23-06-2023,75,93,58,21,3,9
24-06-2023,81,45,21,18,2,8
25-06-2023,46,68,27,19,3,8
26-06-2023,57,64,21,19,3,9
27-06-2023,53,64,34,18,3,8
28-06-2023,49,71,34,18,4,8
29-06-2023,66,45,54,18,3,8
30-06-2023,35,49,41,18,8,7
02-01-2023,328,194,16,28,4,6
03-01-2023,293,146,13,25,5,6
04-01-2023,234,172,1,26,3,9
05-01-2023,262,267,1,29,2,8
06-01-2023,318,218,16,28,3,9
07-01-2023,267,210, ,34,2,11
